class,precision,recall,f1,support
glioma_tumor,0.8526785714285714,0.880184331797235,0.8662131519274376,217
meningioma_tumor,0.77,0.6581196581196581,0.7096774193548387,117
pituitary_tumor,0.8933333333333333,0.9571428571428572,0.9241379310344827,140
