class,precision,recall,f1,support
glioma_tumor,0.935,0.8617511520737328,0.8968824940047961,217
meningioma_tumor,0.76,0.811965811965812,0.7851239669421488,117
pituitary_tumor,0.9261744966442953,0.9857142857142858,0.9550173010380623,140
