epoch,train_loss,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_macro_auc,checkpoint_score_smoothed,learning_rate,is_best
1,1.1520814722090194,1.0431008202130678,0.5061475409836066,0.16871584699453554,0.3333333333333333,0.22403628117913832,0.5894532740809284,0.5894532740809284,0.02499845790602076,True
2,1.150326118823123,0.8621559910109786,0.610655737704918,0.40583804143126173,0.48162260855759303,0.4379135940189081,0.7474223970160859,0.6684378355485072,0.024993832004571646,True
3,1.0550627176473528,0.8021761472107934,0.6782786885245902,0.4748682429414634,0.5139318885448917,0.48452828276246535,0.7592863492664121,0.6987206734544755,0.024986123437024627,True
4,0.9709390012793718,0.7655505469587983,0.6762295081967213,0.4541125541125541,0.5223624672541082,0.48504504504504503,0.7655448900407696,0.7574178787744227,0.024975334105353398,True
5,0.9340443793191556,0.7750714948919953,0.6885245901639344,0.46809717597730915,0.5310708898944193,0.4956272774596564,0.7755786999360904,0.7668033130810907,0.024961466671664104,True
6,0.9089584921111843,0.6843973456836138,0.7090163934426229,0.47552899559880357,0.5525125029768992,0.5109920699581773,0.8108427890600748,0.7839887930123116,0.024944524557538504,True
7,0.8772008519417666,0.7437581146349672,0.7008196721311475,0.4721211608427109,0.5623958085258395,0.5039373930056249,0.8251619525058643,0.8038611471673431,0.024924511943189752,True
8,0.8659197774872567,0.6447883861475303,0.7336065573770492,0.4966582897916629,0.5693180916091133,0.5295328207348162,0.8273759201462522,0.821126887237397,0.02490143376643098,True
9,0.8400773889784808,0.6621020582855724,0.7438524590163934,0.4950526506899056,0.5864570929586409,0.5362111939727322,0.8269858350557718,0.8265079025692961,0.024875295721456973,True
10,0.8193852993332693,0.7024614664374805,0.7233606557377049,0.65721238591995,0.6064481035614336,0.5794424087888076,0.8440055721391654,0.8327891091137297,0.024846104257439227,True
11,0.8097862995430813,0.6148763030278878,0.7520491803278688,0.5542167384272648,0.6019243347678355,0.5532818464032637,0.864237536198781,0.8450763144645728,0.024813866576934678,True
12,0.7991912991063692,0.6369701731400411,0.735655737704918,0.6127695349431298,0.63004929633369,0.6140599465713471,0.8627905881062353,0.8570112321480606,0.024778590634108612,True
13,0.793813182103078,0.6744381839134654,0.7254098360655737,0.6613518209066073,0.6753150481838398,0.6531611821565996,0.8979602561112879,0.8749961268054348,0.024740285132772075,True
14,0.7661374623609882,0.5904192650904421,0.7827868852459017,0.6601643368671232,0.6622777388311771,0.6601130401323415,0.8968217110699487,0.8858575184291574,0.024698959524234346,True
15,0.7704660134810022,0.6839280294590309,0.5881147540983607,0.7154273203534287,0.6955476767886832,0.5790403297026788,0.906889649198679,0.9005572054599719,0.02465462400497096,True
16,0.7542328134136581,0.7313014855150317,0.6721311475409836,0.6204620462046204,0.49489091411212377,0.4751664106502816,0.8830604594601995,0.8955906065762758,0.024607289514107893,False
17,0.7464712834948023,0.725029282271862,0.610655737704918,0.6771180726404608,0.6836300169836994,0.5913349398995864,0.9015299869439822,0.8971600318676202,0.02455696773072248,False
18,0.7266618110360019,0.61069933092985,0.7602459016393442,0.7535113514493773,0.7949487190668022,0.7315381462253066,0.9422770960021148,0.9089558474687656,0.024503671070961793,True
19,0.711452106143269,0.7101891172713921,0.6065573770491803,0.6775890743939104,0.6715395013567953,0.5770432799979194,0.9101599126016294,0.9179889985159089,0.02444741268497913,True
20,0.7120301566387107,0.4512276336794994,0.8627049180327869,0.822362484771244,0.8386193001463571,0.8208842286988233,0.9694712979464737,0.9406361021834059,0.024388206453689425,True
21,0.694872980510247,0.5418091584913066,0.7520491803278688,0.7536163722314385,0.7950187111395849,0.7260772627974523,0.9509550303810789,0.9435287469763941,0.02432606698534432,True
22,0.6797079911808191,0.7834732534944034,0.625,0.6823764468345525,0.6995115090000189,0.5946066355423537,0.9149318617884692,0.9451193967053406,0.02426100961192782,True
23,0.6829385387114861,0.7312016711860406,0.6475409836065574,0.7168592212237912,0.7268040568568193,0.6291323292602065,0.932882545865561,0.932923146011703,0.024193050385373345,False
24,0.6522701712135583,0.8011127065439694,0.5512295081967213,0.7452520951608542,0.6803254072342287,0.5608057476973473,0.953350835019446,0.9337217475578253,0.024122206073603145,False
25,0.6438124985722107,0.54181434189687,0.7848360655737705,0.7961598893602589,0.8393838461426654,0.7661990595582022,0.9712729858668796,0.9525021222506288,0.024048494156391088,True
26,0.6421029711200666,0.6161506406840731,0.7274590163934426,0.7293634673458641,0.7779240977339787,0.7007768840663345,0.9527463789570693,0.9591233999477983,0.023971932821049764,True
27,0.6409642949317548,0.5206179821588954,0.7766393442622951,0.7756554307116105,0.8264280451303518,0.7526853074929164,0.9682608104243563,0.9640933917494351,0.023892540957943065,True
28,0.6431283646260524,0.379478494651982,0.889344262295082,0.8444997105000377,0.8979180153557689,0.8597000837329679,0.9794117696994799,0.9668063196936352,0.023810338155825245,True
29,0.6196483450203595,0.4989619428505663,0.7971311475409836,0.8008821664366444,0.8508263201500021,0.7776486256548657,0.9734097850993373,0.9736941217410578,0.023725344697007697,True
30,0.6267492555641878,0.40459407108729,0.8647540983606558,0.8257815689089707,0.8847467595123811,0.8362650228843013,0.9765793529461152,0.9764669692483108,0.0236375815523546,True
31,0.6240588215620148,0.4692086000911525,0.819672131147541,0.8155136268343816,0.8714614590775581,0.7991308248514558,0.9801971080536219,0.9767287486996915,0.023547070376108675,True
32,0.6028028829794175,0.5619642392533725,0.7397540983606558,0.7861952861952862,0.7998809240295309,0.724744923200785,0.9799324890011943,0.9789029833336439,0.023453833500548298,True
33,0.6032423547173998,0.4186150387662356,0.8401639344262295,0.8171351020050784,0.8767545816296525,0.8145913493246221,0.9762471865985592,0.9787922612177918,0.023357893930477394,False
34,0.6048742314387684,0.5953359137304494,0.7397540983606558,0.734508547008547,0.7805531609918303,0.7097680715508149,0.9633742637732509,0.9731846464576681,0.0232592753375493,False
35,0.6298187925178136,0.6980880083607846,0.6844262295081968,0.7308012298788208,0.7635765054724634,0.6643112102882217,0.9618298725979876,0.9671504409899326,0.02315800205442616,False
36,0.6158785914716893,0.4533346663000154,0.8094262295081968,0.7773448773448773,0.8303936662764553,0.7799987387759821,0.9711201325437869,0.9654414229716751,0.023054099068775195,False
37,0.6121196724708369,0.39793871306493633,0.8504098360655737,0.8151941187920166,0.8789676057456113,0.823266781638984,0.9728739058972474,0.9686079703463406,0.022947592017103387,False
38,0.6009897632784893,0.4956567316758828,0.819672131147541,0.7926823669834274,0.7864734169883953,0.7669251826490271,0.9595802117007595,0.967858083380598,0.02283850717843203,False
39,0.5882125022182229,0.6184430767278202,0.7315573770491803,0.7591937252954203,0.8070633853130692,0.7153032738698961,0.9635372320238605,0.9653304498739558,0.0227268714678128,False
40,0.5748274456762791,0.5552348765682001,0.7950819672131147,0.7759725948035919,0.8431416154304568,0.7721991672794654,0.9771219202377616,0.9667464546541272,0.022612712429686852,False
41,0.5764953940965015,0.513112338229281,0.7725409836065574,0.7717803030303031,0.8240180145731099,0.7498436053349348,0.9668138024874023,0.9691576515830082,0.022496058231088644,False
42,0.5781831635848099,0.48628272091756103,0.8155737704918032,0.8127717391304348,0.8626498372628403,0.7937013339942389,0.9829670287871299,0.9756342505040979,0.022376937654696137,False
43,0.5983708081758101,0.34156884668303317,0.8954918032786885,0.8500657402451647,0.8870406211181514,0.8620870034760891,0.9808981973890724,0.976893009554535,0.022255380091729133,False
44,0.5794857700420039,0.7995176105225672,0.6024590163934426,0.685635748199641,0.7016822695320929,0.5762014974513084,0.9525053124174759,0.9721235128645594,0.022131415534697378,False
45,0.5598021621481789,0.4567649298515476,0.819672131147541,0.799034299034299,0.8593027403126386,0.7947169359177823,0.9787543545196081,0.9707192881087189,0.0220050745700004,False
46,0.5732162139395325,0.3839702308177948,0.8565573770491803,0.832415458937198,0.8899626224441993,0.8310874998662,0.9805019458239558,0.97058720425368,0.021876388370380757,False
47,0.5572822574884068,0.37758128222872,0.8729508196721312,0.8438228438228439,0.9071604350242121,0.8484274068970294,0.9846174041637612,0.9812912348357751,0.02174538868723263,True
48,0.5575093229989797,0.5733786645482798,0.764344262295082,0.7939068100358423,0.8338016988171787,0.7507653560195314,0.9781319545922483,0.9810837681933218,0.021612107842767653,False
49,0.53542084290117,0.6511138395452108,0.7172131147540983,0.7266309039339006,0.7751330240712354,0.6916415667724568,0.9642335056372863,0.9756609547977653,0.02147657872203987,False
50,0.539259040786696,0.3761465847492218,0.8668032786885246,0.8406862745098039,0.900055568786219,0.8410892070050102,0.9855412892498888,0.9759689164931412,0.02133883476483185,False
51,0.5466906403383678,0.4363891155016227,0.8340163934426229,0.8164482795355279,0.8720615348836689,0.8086693353040975,0.9807119359841696,0.9768289102904483,0.021198909957403936,False
52,0.514808093588427,0.3951342499158422,0.860655737704918,0.8285705548675137,0.8933061415248655,0.835105809926895,0.9830947801092433,0.9831160017811006,0.021056838824108616,True
