class,precision,recall,f1,support
glioma_tumor,0.9641025641025641,0.8663594470046083,0.912621359223301,217
meningioma_tumor,0.7796610169491526,0.7863247863247863,0.7829787234042553,117
pituitary_tumor,0.8633540372670807,0.9928571428571429,0.9235880398671097,140
