epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_macro_auc,checkpoint_score_smoothed,learning_rate,is_best
1,0.8608965772770338,0.42713992468646317,0.860655737704918,0.7974577259475218,0.9559093686266052,0.9559093686266052,0.0009990133642141358,True
2,0.5220396915977054,0.2768432068043068,0.9139344262295082,0.8849948731584014,0.9853888562668153,0.9706491124467103,0.000996057350657239,True
3,0.4474704986408027,0.2579231146173399,0.930327868852459,0.9058829929240052,0.9900252379218181,0.9771078209384129,0.0009911436253643444,True
4,0.4204756482003645,0.21283565614311423,0.9487704918032787,0.9267486058861073,0.9912302058323674,0.9888814333403335,0.0009842915805643156,True
5,0.3815363790169996,0.22214029619439704,0.9426229508196722,0.9217854662245824,0.9927787069760261,0.9913447169100705,0.0009755282581475769,True
6,0.37299976456063233,0.2068047045928533,0.9549180327868853,0.9345642629603034,0.9902825517953406,0.9914304882012447,0.0009648882429441258,True
7,0.3514141792575027,0.21831751590380905,0.9487704918032787,0.9284751219143305,0.9907216648087535,0.9912609745267068,0.0009524135262330099,False
8,0.35142116698052744,0.2029828524491826,0.9569672131147541,0.9383288306958008,0.9890313462211862,0.9900118542750934,0.0009381533400219318,False
9,0.34329413241936296,0.20902728838998763,0.944672131147541,0.9216327080555548,0.9917200755033063,0.9904910288444153,0.0009221639627510075,False
10,0.33642648360368527,0.21145585167114853,0.9487704918032787,0.9295678352837893,0.9907160773582309,0.9904891663609078,0.0009045084971874736,False
11,0.3325596159690908,0.2222151086955774,0.9549180327868853,0.938227481194657,0.9918410295593355,0.9914257274736241,0.0008852566213878945,False
12,0.32323623548565766,0.19230157259057779,0.9528688524590164,0.9313778451975828,0.9905277767908306,0.9910282945694656,0.0008644843137107056,False
13,0.3305285619793337,0.21145433211912873,0.9549180327868853,0.9359605926759308,0.9902761418608342,0.9908816494036667,0.0008422735529643443,False
14,0.3191051869365173,0.189858221739042,0.9569672131147541,0.9374650542783236,0.991583201871382,0.9907957068410157,0.0008187119948743448,False
15,0.32526528185940606,0.19050374590471142,0.9590163934426229,0.9416707030343394,0.9930594910005156,0.9916396115775773,0.0007938926261462366,True
16,0.3175777306622488,0.1905353958489465,0.9610655737704918,0.9437552684774572,0.9915426389416266,0.9920617772711747,0.0007679133974894982,True
17,0.316721978809128,0.1999480149052182,0.9528688524590164,0.9331832703618822,0.9914468384895777,0.9920163228105733,0.0007408768370508576,False
18,0.3192358426430699,0.17544976560795894,0.9569672131147541,0.936884453886805,0.9930442191826135,0.992011232204606,0.0007128896457825362,False
19,0.3164903153191284,0.19294883945926292,0.9569672131147541,0.937720350353664,0.9909486225105232,0.9918132267275714,0.0006840622763423389,False
20,0.3140407449058075,0.18330866147260197,0.9610655737704918,0.9434437690471887,0.9925839939137631,0.9921922785356333,0.0006545084971874735,True
21,0.318249465254349,0.186960440922956,0.9569672131147541,0.937720350353664,0.9920467936903682,0.9918598033715514,0.0006243449435824271,False
22,0.31365155229445985,0.18454825047586784,0.9631147540983607,0.9469793478265514,0.9924394278563828,0.992356738486838,0.0005936906572928622,True
23,0.3147682222891262,0.17887152511565413,0.9549180327868853,0.9339626375927558,0.9924654984891311,0.9923172400119608,0.000562666616782152,False
24,0.3100330061168471,0.18898589396085896,0.9569672131147541,0.9382713407606862,0.9920904563297027,0.9923317942250721,0.0005313952597646566,False
25,0.3113113100136268,0.1900599713696808,0.9631147540983607,0.9468561274116829,0.9926026000993682,0.9923861849727341,0.0004999999999999998,True
26,0.3124728668144382,0.18575598653711256,0.9610655737704918,0.9434437690471887,0.9913969674352807,0.9920300079547838,0.00046860474023534314,False
27,0.30995560829464763,0.20355546450028655,0.9569672131147541,0.9382713407606862,0.9897853900845596,0.9912616525397362,0.00043733338321784774,False
28,0.3138484302642343,0.19489978803474395,0.9590163934426229,0.940846767522424,0.9910162175335611,0.9907328583511338,0.00040630934270713756,False
29,0.3146820776412648,0.17850201454807502,0.9631147540983607,0.9461927792240367,0.991837284073171,0.9908796305637639,0.00037565505641757246,False
30,0.30906084783864407,0.18236126714065426,0.9631147540983607,0.9466827023138858,0.9916968789656257,0.9915167935241193,0.00034549150281252633,False
31,0.3118762141403757,0.1845701134107152,0.9631147540983607,0.9466827023138858,0.99192845771192,0.9918208735835723,0.00031593772365766105,False
32,0.3099924610355261,0.1872240762974395,0.9549180327868853,0.9345642629603034,0.9917738423826202,0.9917997263533888,0.00028711035421746355,False
