class,precision,recall,f1,support
glioma_tumor,0.9447236180904522,0.8663594470046083,0.9038461538461539,217
meningioma_tumor,0.7692307692307693,0.8547008547008547,0.8097165991902834,117
pituitary_tumor,0.9379310344827586,0.9714285714285714,0.9543859649122807,140
