epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_macro_auc,checkpoint_score_smoothed,learning_rate,is_best
1,0.8240856667794464,0.46685434462594205,0.8278688524590164,0.733521817947376,0.9321131345265169,0.9321131345265169,0.0009990133642141358,True
2,0.5597487547985153,0.3848810816397432,0.8729508196721312,0.8415569887962526,0.9742164954473536,0.9531648149869352,0.000996057350657239,True
3,0.47686301584361734,0.2589610431526528,0.930327868852459,0.9013863673873576,0.9849552854035366,0.9637616384591356,0.0009911436253643444,True
4,0.41887332284938256,0.33601452190367903,0.8831967213114754,0.8462636292944868,0.9746426296369931,0.9779381368292944,0.0009842915805643156,True
5,0.40361500214554946,0.4241536433090929,0.8545081967213115,0.8299750607052605,0.9810662962066315,0.9802214037490536,0.0009755282581475769,True
6,0.3687194554891958,0.2609707862138748,0.9221311475409836,0.899477454546919,0.9850192816909473,0.9802427358448572,0.0009648882429441258,True
7,0.3548140875449303,0.2582104592049708,0.9282786885245902,0.9007781272441,0.9819439193270417,0.9826764990748735,0.0009524135262330099,True
8,0.34709380747135427,0.2650868248377667,0.9262295081967213,0.9069087945986846,0.9830473803366796,0.9833368604515562,0.0009381533400219318,True
9,0.34866045127586454,0.37939562269898713,0.8790983606557377,0.8515446464485729,0.9755738975015706,0.9801883990550974,0.0009221639627510075,False
10,0.3241492037711883,0.2966848081741177,0.9118852459016393,0.8787191351075053,0.9750033153631619,0.9778748644004707,0.0009045084971874736,False
11,0.3204448309600296,0.24519836157560349,0.9200819672131147,0.8923520793289074,0.9846984781094901,0.9784252303247408,0.0008852566213878945,False
12,0.31433158231053776,0.28493329516199767,0.9139344262295082,0.8883647251176243,0.9819654176258231,0.980555737032825,0.0008644843137107056,False
13,0.3092747561484717,0.23408453655047495,0.9344262295081968,0.9106380399375134,0.9843113075166116,0.983658401083975,0.0008422735529643443,True
14,0.3087154890558586,0.2373841362165623,0.930327868852459,0.9062072819965657,0.9850022360398135,0.9837596537274161,0.0008187119948743448,True
15,0.3065580393619247,0.25042191685223186,0.9282786885245902,0.9049230919142387,0.9841493953375379,0.9844876462979877,0.0007938926261462366,True
16,0.3063106490928258,0.2355976024123489,0.9323770491803278,0.9075574162085281,0.9837153333525358,0.9842889882432958,0.0007679133974894982,False
17,0.3019726168927865,0.32985838954565955,0.8954918032786885,0.8674339731144438,0.9809323544425538,0.9829323610442091,0.0007408768370508576,False
18,0.3030313664850567,0.2676949085759335,0.9241803278688525,0.9014876501830557,0.9817272171389431,0.9821249683113442,0.0007128896457825362,False
19,0.3031786502428445,0.22657142286417914,0.9385245901639344,0.9164915144713124,0.9833033343957683,0.981987635325755,0.0006840622763423389,False
20,0.2967546184101522,0.21352774185723947,0.9508196721311475,0.9329694248886167,0.9850367263041285,0.9833557592796133,0.0006545084971874735,False
21,0.29839646518514,0.2115302091983498,0.944672131147541,0.924435104713007,0.9855493871630614,0.9846298159543195,0.0006243449435824271,True
22,0.29774880999048814,0.24355312302464344,0.9282786885245902,0.9060312893418229,0.9857223192961464,0.9854361442544454,0.0005936906572928622,True
23,0.29584906928659505,0.24738808440380408,0.9282786885245902,0.9043429449480967,0.9833213172982433,0.9848643412524837,0.000562666616782152,False
24,0.2958759344213923,0.25997836435915994,0.9241803278688525,0.9000759363767091,0.9822092163012691,0.9837509509652196,0.0005313952597646566,False
25,0.2947224878221325,0.205707420457582,0.9426229508196722,0.921388446347373,0.9873478098694547,0.9842927811563223,0.0004999999999999998,False
26,0.29485994999914594,0.252039373653834,0.930327868852459,0.9083506913826223,0.9834351368882371,0.9843307210196537,0.00046860474023534314,False
27,0.2943909383183088,0.21890062509013003,0.9467213114754098,0.927238608403152,0.9845128684943112,0.985098605084001,0.00043733338321784774,False
28,0.2947863388866838,0.21144344327879733,0.944672131147541,0.9232373851203346,0.9851791518628884,0.9843757190818123,0.00040630934270713756,False
29,0.29413103819120284,0.24504372257678236,0.930327868852459,0.9079600932191708,0.9839781930069207,0.9845567377880401,0.00037565505641757246,False
30,0.2940685332218428,0.22855621881660868,0.9426229508196722,0.9197465550306106,0.9819717317486191,0.9837096922061428,0.00034549150281252633,False
31,0.29362651371139215,0.24248084254929278,0.9323770491803278,0.9096295279074735,0.9831812319276846,0.9830437188944082,0.00031593772365766105,False
32,0.29388765138631545,0.2703684905513388,0.9180327868852459,0.8933357533357533,0.9849041255581753,0.9833523630781597,0.00028711035421746355,False
33,0.29394426995748346,0.22558918241106096,0.9426229508196722,0.9216973712897499,0.9843868193791073,0.9841573922883224,0.0002591231629491422,False
34,0.29297859338666005,0.24440406763651332,0.9323770491803278,0.9103098080217725,0.9836069691631861,0.9842993047001563,0.00023208660251050145,False
35,0.2928469908396252,0.23200762259667038,0.9405737704918032,0.9186012624906686,0.9835083763563756,0.983834054966223,0.00020610737385376337,False
36,0.2934538864953307,0.22645924765555586,0.9385245901639344,0.9168165348529346,0.9847235141413945,0.983946286553652,0.00018128800512565502,False
37,0.29281253013919356,0.2249713714738361,0.9405737704918032,0.9186012624906686,0.9846222122765297,0.9842847009247665,0.00015772644703565555,False
38,0.29317797029959825,0.24005929344013088,0.9323770491803278,0.9103098080217725,0.9841230297135312,0.9844895853771517,0.00013551568628929425,False
39,0.29296795628277267,0.22835635479356423,0.9385245901639344,0.9168165348529346,0.984144047179822,0.9842964297232942,0.00011474337861210535,False
40,0.2926727621244545,0.22277241700985392,0.9385245901639344,0.9161561341763478,0.9845463202110777,0.9842711323681436,9.549150281252626e-05,False
41,0.2928653883151391,0.2251257920851473,0.9405737704918032,0.9192477313991948,0.9843382610593979,0.9843428761500991,7.783603724899252e-05,False
42,0.2931599939413915,0.21870917362756417,0.9426229508196722,0.9210653452864199,0.9842528625131685,0.9843791479278813,6.184665997806817e-05,False
43,0.2929601448984173,0.21402568577742967,0.9405737704918032,0.917622175225707,0.9846814864038521,0.9844242033254728,4.7586473766990294e-05,False
44,0.2928830889664186,0.2224828412786859,0.9405737704918032,0.9186012624906686,0.9842364817935184,0.984390276903513,3.5111757055874305e-05,False
45,0.29270463351064585,0.2214995168271612,0.9405737704918032,0.9186012624906686,0.9845190951080255,0.9844790211017987,2.4471741852423218e-05,False
46,0.29283670881155216,0.22441443739855876,0.9385245901639344,0.9168165348529346,0.9845196613965773,0.9844250794327071,1.5708419435684507e-05,False
47,0.29288440962613593,0.22305051762549605,0.9385245901639344,0.9161561341763478,0.9844865663003303,0.9845084409349777,8.856374635655634e-06,False
48,0.29258281690069426,0.2227631440905274,0.9405737704918032,0.9186012624906686,0.9844932985772901,0.9844998420913992,3.942649342761115e-06,False
49,0.29369574927013337,0.2226962974814118,0.9405737704918032,0.9186012624906686,0.984499464565698,0.9844931098144394,9.866357858642198e-07,False
50,0.2926717863890469,0.22273728141530616,0.9405737704918032,0.9186012624906686,0.984499464565698,0.9844974092362286,0.0,False
