epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_macro_auc,checkpoint_score_smoothed,learning_rate,is_best
1,0.8410596163583641,0.39941547933172006,0.8565573770491803,0.816926456742337,0.9612632385540696,0.9612632385540696,0.0009990133642141358,True
2,0.5259360276892795,0.2960511838070682,0.8954918032786885,0.8562495482610514,0.9791631912264994,0.9702132148902844,0.000996057350657239,True
3,0.44795325148910936,0.24442024773261586,0.9282786885245902,0.9014240351436021,0.9864391302497605,0.9756218533434432,0.0009911436253643444,True
4,0.40530006685334086,0.28351708025228783,0.9118852459016393,0.8864581571945291,0.987183190276452,0.9842618372509039,0.0009842915805643156,True
5,0.3836376056798178,0.24214942631174308,0.9282786885245902,0.8961418855246799,0.982130808671064,0.9852510430657588,0.0009755282581475769,True
6,0.36934971211072265,0.24102546738796546,0.9344262295081968,0.9077573451701544,0.9842734248223405,0.9845291412566187,0.0009648882429441258,False
7,0.35322890632726484,0.2694540392668521,0.9221311475409836,0.8962643372409252,0.9865945373492889,0.9843329236142311,0.0009524135262330099,False
8,0.34887844454550265,0.23688302921955703,0.9159836065573771,0.887169552006491,0.9869645122443531,0.9859441581386609,0.0009381533400219318,True
9,0.34373058589949823,0.22391603398518484,0.9323770491803278,0.9034104933264597,0.9874192714912398,0.9869927736949605,0.0009221639627510075,True
10,0.3378498097979149,0.2012177156742479,0.9364754098360656,0.9105354275337616,0.9899612939065783,0.9881150258807238,0.0009045084971874736,True
11,0.3403608620620477,0.20768731050804012,0.9344262295081968,0.906988343942305,0.9892449760509,0.988875180482906,0.0008852566213878945,True
12,0.331027075152075,0.21839917634354264,0.9385245901639344,0.914191911187563,0.9886972471280518,0.9893011723618433,0.0008644843137107056,True
13,0.3257168629246593,0.22039187919409547,0.944672131147541,0.9222541455928512,0.989704751158402,0.9892156581124513,0.0008422735529643443,False
14,0.3215418009957623,0.22809756559426667,0.9385245901639344,0.9138942936150296,0.9882602255919211,0.9888874079594583,0.0008187119948743448,False
