class,precision,recall,f1,support
glioma_tumor,0.9082125603864735,0.8663594470046083,0.8867924528301887,217
meningioma_tumor,0.75,0.717948717948718,0.7336244541484717,117
pituitary_tumor,0.896774193548387,0.9928571428571429,0.9423728813559322,140
