class,precision,recall,f1,support
glioma_tumor,0.9178743961352657,0.8755760368663594,0.8962264150943396,217
meningioma_tumor,0.7631578947368421,0.7435897435897436,0.7532467532467533,117
pituitary_tumor,0.8954248366013072,0.9785714285714285,0.9351535836177475,140
