class,precision,recall,f1,support
glioma_tumor,0.9790575916230366,0.8617511520737328,0.9166666666666666,217
meningioma_tumor,0.7933884297520661,0.8205128205128205,0.8067226890756303,117
pituitary_tumor,0.8641975308641975,1.0,0.9271523178807947,140
