class,precision,recall,f1,support
glioma_tumor,0.9128440366972477,0.9170506912442397,0.9149425287356322,217
meningioma_tumor,0.8198198198198198,0.7777777777777778,0.7982456140350878,117
pituitary_tumor,0.9172413793103448,0.95,0.9333333333333333,140
