class,precision,recall,f1,support
glioma_tumor,0.9362745098039216,0.880184331797235,0.9073634204275535,217
meningioma_tumor,0.8317757009345794,0.7606837606837606,0.7946428571428571,117
pituitary_tumor,0.8466257668711656,0.9857142857142858,0.9108910891089109,140
