class,precision,recall,f1,support
glioma_tumor,0.9212962962962963,0.9170506912442397,0.9191685912240185,217
meningioma_tumor,0.8207547169811321,0.7435897435897436,0.7802690582959642,117
pituitary_tumor,0.9144736842105263,0.9928571428571429,0.952054794520548,140
