class,precision,recall,f1,support
glioma_tumor,0.9019607843137255,0.847926267281106,0.8741092636579573,217
meningioma_tumor,0.7142857142857143,0.7692307692307693,0.7407407407407407,117
pituitary_tumor,0.9027777777777778,0.9285714285714286,0.9154929577464789,140
