class,precision,recall,f1,support
glioma_tumor,0.9305555555555556,0.9262672811059908,0.9284064665127021,217
meningioma_tumor,0.8461538461538461,0.7521367521367521,0.7963800904977375,117
pituitary_tumor,0.8961038961038961,0.9857142857142858,0.9387755102040817,140
