class,precision,recall,f1,support
glioma_tumor,0.9209302325581395,0.9124423963133641,0.9166666666666666,217
meningioma_tumor,0.822429906542056,0.7521367521367521,0.7857142857142857,117
pituitary_tumor,0.9013157894736842,0.9785714285714285,0.9383561643835616,140
