class,precision,recall,f1,support
glioma_tumor,0.9090909090909091,0.8755760368663594,0.892018779342723,217
meningioma_tumor,0.7870370370370371,0.7264957264957265,0.7555555555555555,117
pituitary_tumor,0.89171974522293,1.0,0.9427609427609428,140
