class,precision,recall,f1,support
glioma_tumor,0.9562841530054644,0.8064516129032258,0.875,217
meningioma_tumor,0.7313432835820896,0.8376068376068376,0.7808764940239044,117
pituitary_tumor,0.8853503184713376,0.9928571428571429,0.936026936026936,140
