class,precision,recall,f1,support
glioma_tumor,0.9455445544554455,0.880184331797235,0.9116945107398569,217
meningioma_tumor,0.7538461538461538,0.8376068376068376,0.7935222672064778,117
pituitary_tumor,0.9154929577464789,0.9285714285714286,0.9219858156028369,140
