class,precision,recall,f1,support
glioma_tumor,0.9436619718309859,0.9262672811059908,0.9348837209302325,217
meningioma_tumor,0.8936170212765957,0.717948717948718,0.7962085308056872,117
pituitary_tumor,0.8383233532934131,1.0,0.9120521172638436,140
