epoch,train_loss,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_macro_auc,checkpoint_score_smoothed,learning_rate,is_best
1,1.0994607863485188,1.0149911427107015,0.5061475409836066,0.16871584699453554,0.3333333333333333,0.22403628117913832,0.7250088668379223,0.7250088668379223,0.024999013052547703,True
2,1.0580001225593996,1.0713678617946436,0.44672131147540983,0.36124339964648006,0.39811066126855604,0.2937010489323176,0.7372897897898408,0.7311493283138816,0.024996052366041247,True
3,0.9938347962331363,1.3489089514754835,0.42213114754098363,0.338679497460572,0.38191632928475033,0.2675774134790528,0.789034054508838,0.7504442370455338,0.024991118408007364,True
4,0.9334618481537141,1.0368355297651448,0.6045081967213115,0.43309601353227806,0.500801778201159,0.4328154165680784,0.7682518422487631,0.7648585621824807,0.024984211957575216,True
5,0.8963347082473798,0.8517725032861115,0.6311475409836066,0.44579013365140535,0.5195681511470985,0.45272459499263623,0.8108191532691422,0.7893683500089145,0.02497533410535339,True
6,0.8730585875679038,0.7111781982124828,0.680327868852459,0.45173183164449543,0.5366753989045011,0.48864915912970835,0.8019177308013941,0.7936629087730998,0.02496448625325767,True
7,0.8481849604397019,0.7832485913436432,0.6905737704918032,0.4711721636943698,0.5587044534412956,0.4965064108825463,0.8229761171278751,0.8119043337328038,0.024951670114289653,True
8,0.8366151778160335,0.9605651963502169,0.6065573770491803,0.43416212383105085,0.5033738191632929,0.43391722886337636,0.826017347518413,0.8169703984825607,0.02493688771226625,True
9,0.8283667635849609,0.6000733627159087,0.7581967213114754,0.5222076598223387,0.5836786536476939,0.5473997424480072,0.8476884308581232,0.8322272985014704,0.024920141381500102,True
10,0.8162650021340708,0.7782818420988614,0.694672131147541,0.6408922792417938,0.5647488167873639,0.5082248900447213,0.8367484373229609,0.8368180718998324,0.02490143376643097,True
11,0.8057490132401718,0.6263810406576414,0.7602459016393442,0.675005958713383,0.6039439303120461,0.5656243770852879,0.8557380714789433,0.8467249798866758,0.024880767821208134,True
12,0.8079477590566357,0.9515700965631203,0.5573770491803278,0.4166239462292094,0.47098515519568157,0.3960610338105801,0.8427395197404203,0.8450753428474416,0.02485814680922392,False
13,0.7856000333485662,0.607649641080958,0.7663934426229508,0.6794335511982571,0.6201844391745408,0.5852001277590061,0.8679780922692416,0.8554852278295351,0.024833574302598346,True
14,0.7882945992967041,0.7282179777556267,0.6967213114754098,0.8078559926386014,0.5660983444526809,0.509275575134606,0.8441419542483638,0.8516198554193419,0.024807054181615065,False
15,0.7735515908328382,0.8235575878290368,0.6577868852459017,0.4564705325331723,0.5371120107962213,0.4730520923181474,0.8536435077132655,0.855254518076957,0.024778590634108606,False
16,0.7541248528419734,0.6561259695740996,0.7684426229508197,0.718240135560397,0.6986654546633616,0.7034085814682003,0.902135945345543,0.8666404691023907,0.02474818815480308,True
17,0.7723580728135259,0.5820409952983504,0.7909836065573771,0.7016753375449026,0.6926377507723167,0.6882413549080216,0.9010318757724418,0.8856037762770835,0.024715851544602416,True
18,0.7419986330135792,0.5698481809164657,0.7684426229508197,0.7001317110551283,0.7258497719667214,0.7057032482564397,0.9023127897576589,0.9018268702918814,0.024681585909832212,True
19,0.7496589202182163,0.7409978127870404,0.6618852459016393,0.6262483994878362,0.6267890745281405,0.5943994750397769,0.8981209014589151,0.900488522329672,0.024645396661433422,False
20,0.7425162604488043,0.6091145987271286,0.7848360655737705,0.7258750132208117,0.7077607344471689,0.7025410355770153,0.8945555767065532,0.8983297559743758,0.024607289514107886,False
21,0.7307211256503605,0.8338154525816684,0.6270491803278688,0.5665129867936637,0.5737393320788429,0.5384526935924635,0.8736013925680228,0.8887592902444971,0.02456727048541592,False
22,0.7225170944782805,0.5809916091746972,0.8012295081967213,0.763460806418553,0.7330278727217636,0.7416429638288201,0.9295861018271264,0.8992476903672341,0.02452534589482607,False
23,0.7310670876253457,0.6530032869367326,0.7049180327868853,0.6502663595970875,0.6718556955769706,0.6406045751633987,0.8981404061000351,0.9004426334983947,0.024481522362717195,False
24,0.6915916014466253,0.43275578955157856,0.8688524590163934,0.8314749925127284,0.784963779661377,0.8003946687370601,0.9550163461987876,0.9275809513753163,0.024435806809333036,True
25,0.701772301680241,0.5697512944519031,0.7479508196721312,0.6380942547723936,0.6031818441010435,0.5550332120787498,0.9121175586514157,0.9217581036500794,0.02438820645368942,False
26,0.6998273303234271,0.4006117025359732,0.8709016393442623,0.8309807762298167,0.7814564612410512,0.7959231137877572,0.9528010235273953,0.9399783094591996,0.0243387288124343,True
27,0.6837565531399452,0.6049443759390565,0.7520491803278688,0.744399778531515,0.7828267852730417,0.7260230800285745,0.9437439594106266,0.9362208471964792,0.024287381698660807,False
28,0.6862919601114674,0.5116503995950105,0.8094262295081968,0.7898747343191787,0.8431304345881593,0.784106926976078,0.9709294305386204,0.9558248044922141,0.024234173220673425,True
29,0.6756263494378153,0.6876068320430693,0.6926229508196722,0.7239362291421657,0.6570679135541997,0.6483147618330573,0.9397518107196013,0.951475066889616,0.02417911178070765,False
30,0.6789537362548763,0.43601695216092906,0.8688524590163934,0.8115740740740741,0.8169053217455083,0.8140731606209761,0.9591388596281233,0.9566067002954483,0.02412220607360314,True
31,0.6790115420983929,0.607853286395796,0.7315573770491803,0.7600052108895473,0.6224933949174126,0.6040069361077766,0.9152124253828791,0.9380343652435346,0.024063465085430724,False
32,0.6564240593438371,0.39466899706691994,0.8872950819672131,0.8387273459291463,0.8716397935122044,0.8512038958990048,0.9731215359796415,0.9491576069968812,0.024002898092073382,False
33,0.668099009230747,0.46440605171879784,0.819672131147541,0.7721630982390416,0.7690126309975436,0.765244581314034,0.9536290510764744,0.9473210041463317,0.02394051465776147,False
34,0.6617387547365945,0.41955506844354457,0.8463114754098361,0.7959903127265054,0.8373473675265853,0.8081786641039415,0.9670414735363447,0.9645973535308202,0.023876324633562446,True
35,0.6266197609288935,0.37488070765479664,0.8627049180327869,0.8241754801387828,0.8614584067076109,0.8304714203427395,0.9757227018535771,0.9654644088221321,0.023810338155825245,True
36,0.6192319885420867,0.42177940807381614,0.8524590163934426,0.8124851133733443,0.8635905933337583,0.8255408472380507,0.9727551001775462,0.9718397585224894,0.02374256564457964,True
