class,precision,recall,f1,support
glioma_tumor,0.9150943396226415,0.8940092165898618,0.9044289044289044,217
meningioma_tumor,0.7927927927927928,0.7521367521367521,0.7719298245614035,117
pituitary_tumor,0.8940397350993378,0.9642857142857143,0.9278350515463918,140
